SUMMARY OF RUN ./data/case1/case1.data -- 333 time step
Row 1
	        TIME	      NRiter	      LSiter	         FPR	      Volume	        FOPR	        FOPT	        FGPR	        FGPT	        FWPR
	         DAY	           -	           -	        PSIA	         Ft3	     STB/DAY	         STB	    MSCF/DAY	        MSCF	     STB/DAY
	           -	           -	           -	           -	 Hydrocarbon	           -	           -	           -	           -	           -
	     696.420	 1.10475e+01	 1.00000e+05	 6.96420e+07	 0.00000e+00	 0.00000e+00	 6.43552e+03	 1.00000e+03
	     701.420	 1.11446e+01	 1.00000e+05	 7.01420e+07	 0.00000e+00	 0.00000e+00	 6.42870e+03	 1.00000e+03
	     706.420	 1.12417e+01	 1.00000e+05	 7.06420e+07	 0.00000e+00	 0.00000e+00	 6.42186e+03	 1.00000e+03
	     711.420	 1.13387e+01	 1.00000e+05	 7.11420e+07	 0.00000e+00	 0.00000e+00	 6.41500e+03	 1.00000e+03
	     716.420	 1.14356e+01	 1.00000e+05	 7.16420e+07	 0.00000e+00	 0.00000e+00	 6.40813e+03	 1.00000e+03
	     720.000	 1.15050e+01	 1.00000e+05	 7.20000e+07	 0.00000e+00	 0.00000e+00	 6.40323e+03	 1.00000e+03
	     725.000	 1.16018e+01	 1.00000e+05	 7.25000e+07	 0.00000e+00	 0.00000e+00	 6.39628e+03	 1.00000e+03
	     735.000	 1.17952e+01	 1.00000e+05	 7.35000e+07	 0.00000e+00	 0.00000e+00	 6.38233e+03	 1.00000e+03
	     745.000	 1.19883e+01	 1.00000e+05	 7.45000e+07	 0.00000e+00	 0.00000e+00	 6.36850e+03	 1.00000e+03
	     755.000	 1.21812e+01	 1.00000e+05	 7.55000e+07	 0.00000e+00	 0.00000e+00	 6.35464e+03	 1.00000e+03
	     765.000	 1.23739e+01	 1.00000e+05	 7.65000e+07	 0.00000e+00	 0.00000e+00	 6.34077e+03	 1.00000e+03
	     775.000	 1.25663e+01	 1.00000e+05	 7.75000e+07	 0.00000e+00	 0.00000e+00	 6.32690e+03	 1.00000e+03
	     785.000	 1.27585e+01	 1.00000e+05	 7.85000e+07	 0.00000e+00	 0.00000e+00	 6.31301e+03	 1.00000e+03
	     795.000	 1.29505e+01	 1.00000e+05	 7.95000e+07	 0.00000e+00	 0.00000e+00	 6.29912e+03	 1.00000e+03
	     805.000	 1.31422e+01	 1.00000e+05	 8.05000e+07	 0.00000e+00	 0.00000e+00	 6.28526e+03	 1.00000e+03
	     815.000	 1.33337e+01	 1.00000e+05	 8.15000e+07	 0.00000e+00	 0.00000e+00	 6.27140e+03	 1.00000e+03
	     825.000	 1.35249e+01	 1.00000e+05	 8.25000e+07	 0.00000e+00	 0.00000e+00	 6.25758e+03	 1.00000e+03
	     835.000	 1.37160e+01	 1.00000e+05	 8.35000e+07	 0.00000e+00	 0.00000e+00	 6.24377e+03	 1.00000e+03
	     845.000	 1.39068e+01	 1.00000e+05	 8.45000e+07	 0.00000e+00	 0.00000e+00	 6.22997e+03	 1.00000e+03
	     855.000	 1.40974e+01	 1.00000e+05	 8.55000e+07	 0.00000e+00	 0.00000e+00	 6.21620e+03	 1.00000e+03
	     865.000	 1.42878e+01	 1.00000e+05	 8.65000e+07	 0.00000e+00	 0.00000e+00	 6.20248e+03	 1.00000e+03
	     875.000	 1.44779e+01	 1.00000e+05	 8.75000e+07	 0.00000e+00	 0.00000e+00	 6.18879e+03	 1.00000e+03
	     885.000	 1.46679e+01	 1.00000e+05	 8.85000e+07	 0.00000e+00	 0.00000e+00	 6.17512e+03	 1.00000e+03
	     885.900	 1.46850e+01	 1.00000e+05	 8.85900e+07	 0.00000e+00	 0.00000e+00	 6.17411e+03	 1.00000e+03
	     887.700	 1.47192e+01	 1.00000e+05	 8.87700e+07	 0.00000e+00	 0.00000e+00	 6.17163e+03	 1.00000e+03
	     891.300	 1.47875e+01	 1.00000e+05	 8.91300e+07	 0.00000e+00	 0.00000e+00	 6.16668e+03	 1.00000e+03
	     898.500	 1.49240e+01	 1.00000e+05	 8.98500e+07	 0.00000e+00	 0.00000e+00	 6.15680e+03	 1.00000e+03
	     908.500	 1.51135e+01	 1.00000e+05	 9.08500e+07	 0.00000e+00	 0.00000e+00	 6.14318e+03	 1.00000e+03
	     918.500	 1.53027e+01	 1.00000e+05	 9.18500e+07	 0.00000e+00	 0.00000e+00	 6.12968e+03	 1.00000e+03
	     928.500	 1.54917e+01	 1.00000e+05	 9.28500e+07	 0.00000e+00	 0.00000e+00	 6.11621e+03	 1.00000e+03
	     938.500	 1.56805e+01	 1.00000e+05	 9.38500e+07	 0.00000e+00	 0.00000e+00	 6.10279e+03	 1.00000e+03
	     948.500	 1.58691e+01	 1.00000e+05	 9.48500e+07	 0.00000e+00	 0.00000e+00	 6.08945e+03	 1.00000e+03
	     958.500	 1.60575e+01	 1.00000e+05	 9.58500e+07	 0.00000e+00	 0.00000e+00	 6.07615e+03	 1.00000e+03
	     968.500	 1.62457e+01	 1.00000e+05	 9.68500e+07	 0.00000e+00	 0.00000e+00	 6.06290e+03	 1.00000e+03
	     978.500	 1.64337e+01	 1.00000e+05	 9.78500e+07	 0.00000e+00	 0.00000e+00	 6.04972e+03	 1.00000e+03
	     988.500	 1.66214e+01	 1.00000e+05	 9.88500e+07	 0.00000e+00	 0.00000e+00	 6.03660e+03	 1.00000e+03
	     998.500	 1.68090e+01	 1.00000e+05	 9.98500e+07	 0.00000e+00	 0.00000e+00	 6.02355e+03	 1.00000e+03
	    1008.500	 1.69964e+01	 1.00000e+05	 1.00850e+08	 0.00000e+00	 0.00000e+00	 6.01056e+03	 1.00000e+03
	    1018.500	 1.71836e+01	 1.00000e+05	 1.01850e+08	 0.00000e+00	 0.00000e+00	 5.99764e+03	 1.00000e+03
	    1028.500	 1.73705e+01	 1.00000e+05	 1.02850e+08	 0.00000e+00	 0.00000e+00	 5.98477e+03	 1.00000e+03
	    1038.500	 1.75573e+01	 1.00000e+05	 1.03850e+08	 0.00000e+00	 0.00000e+00	 5.97200e+03	 1.00000e+03
	    1048.500	 1.77439e+01	 1.00000e+05	 1.04850e+08	 0.00000e+00	 0.00000e+00	 5.95931e+03	 1.00000e+03
	    1058.500	 1.79303e+01	 1.00000e+05	 1.05850e+08	 0.00000e+00	 0.00000e+00	 5.94672e+03	 1.00000e+03
	    1068.500	 1.81164e+01	 1.00000e+05	 1.06850e+08	 0.00000e+00	 0.00000e+00	 5.93422e+03	 1.00000e+03
	    1078.500	 1.83024e+01	 1.00000e+05	 1.07850e+08	 0.00000e+00	 0.00000e+00	 5.92181e+03	 1.00000e+03
	    1080.000	 1.83303e+01	 1.00000e+05	 1.08000e+08	 0.00000e+00	 0.00000e+00	 5.92012e+03	 1.00000e+03
	    1083.000	 1.83861e+01	 1.00000e+05	 1.08300e+08	 0.00000e+00	 0.00000e+00	 5.91636e+03	 1.00000e+03
	    1089.000	 1.84975e+01	 1.00000e+05	 1.08900e+08	 0.00000e+00	 0.00000e+00	 5.90891e+03	 1.00000e+03
	    1101.000	 1.87202e+01	 1.00000e+05	 1.10100e+08	 0.00000e+00	 0.00000e+00	 5.89412e+03	 1.00000e+03
	    1125.000	 1.91643e+01	 1.00000e+05	 1.12500e+08	 0.00000e+00	 0.00000e+00	 5.86487e+03	 1.00000e+03
	    1161.000	 1.98280e+01	 1.00000e+05	 1.16100e+08	 0.00000e+00	 0.00000e+00	 5.82173e+03	 1.00000e+03
	    1201.000	 2.05622e+01	 1.00000e+05	 1.20100e+08	 0.00000e+00	 0.00000e+00	 5.77498e+03	 1.00000e+03
	    1241.000	 2.12932e+01	 1.00000e+05	 1.24100e+08	 0.00000e+00	 0.00000e+00	 5.72944e+03	 1.00000e+03
	    1281.000	 2.20210e+01	 1.00000e+05	 1.28100e+08	 0.00000e+00	 0.00000e+00	 5.68526e+03	 1.00000e+03
	    1321.000	 2.27457e+01	 1.00000e+05	 1.32100e+08	 0.00000e+00	 0.00000e+00	 5.64281e+03	 1.00000e+03
	    1333.000	 2.29628e+01	 1.00000e+05	 1.33300e+08	 0.00000e+00	 0.00000e+00	 5.63085e+03	 1.00000e+03
	    1357.000	 2.33959e+01	 1.00000e+05	 1.35700e+08	 0.00000e+00	 0.00000e+00	 5.60659e+03	 1.00000e+03
	    1393.000	 2.40430e+01	 1.00000e+05	 1.39300e+08	 0.00000e+00	 0.00000e+00	 5.57188e+03	 1.00000e+03
	    1433.000	 2.47589e+01	 1.00000e+05	 1.43300e+08	 0.00000e+00	 0.00000e+00	 5.53541e+03	 1.00000e+03
	    1440.000	 2.48840e+01	 1.00000e+05	 1.44000e+08	 0.00000e+00	 0.00000e+00	 5.52969e+03	 1.00000e+03
	    1454.000	 2.51340e+01	 1.00000e+05	 1.45400e+08	 0.00000e+00	 0.00000e+00	 5.51729e+03	 1.00000e+03
	    1482.000	 2.56324e+01	 1.00000e+05	 1.48200e+08	 0.00000e+00	 0.00000e+00	 5.49294e+03	 1.00000e+03
	    1522.000	 2.63413e+01	 1.00000e+05	 1.52200e+08	 0.00000e+00	 0.00000e+00	 5.45946e+03	 1.00000e+03
	    1562.000	 2.70471e+01	 1.00000e+05	 1.56200e+08	 0.00000e+00	 0.00000e+00	 5.42796e+03	 1.00000e+03
	    1602.000	 2.77499e+01	 1.00000e+05	 1.60200e+08	 0.00000e+00	 0.00000e+00	 5.39774e+03	 1.00000e+03
	    1642.000	 2.84497e+01	 1.00000e+05	 1.64200e+08	 0.00000e+00	 0.00000e+00	 5.36836e+03	 1.00000e+03
	    1682.000	 2.91465e+01	 1.00000e+05	 1.68200e+08	 0.00000e+00	 0.00000e+00	 5.33968e+03	 1.00000e+03
	    1722.000	 2.98404e+01	 1.00000e+05	 1.72200e+08	 0.00000e+00	 0.00000e+00	 5.31158e+03	 1.00000e+03
	    1762.000	 3.05313e+01	 1.00000e+05	 1.76200e+08	 0.00000e+00	 0.00000e+00	 5.28394e+03	 1.00000e+03
	    1800.000	 3.11852e+01	 1.00000e+05	 1.80000e+08	 0.00000e+00	 0.00000e+00	 5.25789e+03	 1.00000e+03
	    1840.000	 3.18705e+01	 1.00000e+05	 1.84000e+08	 0.00000e+00	 0.00000e+00	 5.23039e+03	 1.00000e+03
	    1880.000	 3.25530e+01	 1.00000e+05	 1.88000e+08	 0.00000e+00	 0.00000e+00	 5.20285e+03	 1.00000e+03
	    1920.000	 3.32327e+01	 1.00000e+05	 1.92000e+08	 0.00000e+00	 0.00000e+00	 5.17520e+03	 1.00000e+03
	    1960.000	 3.39096e+01	 1.00000e+05	 1.96000e+08	 0.00000e+00	 0.00000e+00	 5.14752e+03	 1.00000e+03
	    2000.000	 3.45836e+01	 1.00000e+05	 2.00000e+08	 0.00000e+00	 0.00000e+00	 5.11991e+03	 1.00000e+03
	    2040.000	 3.52550e+01	 1.00000e+05	 2.04000e+08	 0.00000e+00	 0.00000e+00	 5.09247e+03	 1.00000e+03
	    2080.000	 3.59235e+01	 1.00000e+05	 2.08000e+08	 0.00000e+00	 0.00000e+00	 5.06533e+03	 1.00000e+03
	    2120.000	 3.65894e+01	 1.00000e+05	 2.12000e+08	 0.00000e+00	 0.00000e+00	 5.03863e+03	 1.00000e+03
	    2160.000	 3.72525e+01	 1.00000e+05	 2.16000e+08	 0.00000e+00	 0.00000e+00	 5.01245e+03	 1.00000e+03
	    2200.000	 3.79130e+01	 1.00000e+05	 2.20000e+08	 0.00000e+00	 0.00000e+00	 4.98682e+03	 1.00000e+03
	    2240.000	 3.85709e+01	 1.00000e+05	 2.24000e+08	 0.00000e+00	 0.00000e+00	 4.96230e+03	 1.00000e+03
	    2280.000	 3.92261e+01	 1.00000e+05	 2.28000e+08	 0.00000e+00	 0.00000e+00	 4.93835e+03	 1.00000e+03
	    2320.000	 3.98788e+01	 1.00000e+05	 2.32000e+08	 0.00000e+00	 0.00000e+00	 4.91499e+03	 1.00000e+03
	    2360.000	 4.05289e+01	 1.00000e+05	 2.36000e+08	 0.00000e+00	 0.00000e+00	 4.89218e+03	 1.00000e+03
	    2400.000	 4.11764e+01	 1.00000e+05	 2.40000e+08	 0.00000e+00	 0.00000e+00	 4.86983e+03	 1.00000e+03
	    2440.000	 4.18214e+01	 1.00000e+05	 2.44000e+08	 0.00000e+00	 0.00000e+00	 4.84790e+03	 1.00000e+03
	    2480.000	 4.24639e+01	 1.00000e+05	 2.48000e+08	 0.00000e+00	 0.00000e+00	 4.82631e+03	 1.00000e+03
	    2520.000	 4.31038e+01	 1.00000e+05	 2.52000e+08	 0.00000e+00	 0.00000e+00	 4.80503e+03	 1.00000e+03
	    2560.000	 4.37412e+01	 1.00000e+05	 2.56000e+08	 0.00000e+00	 0.00000e+00	 4.78401e+03	 1.00000e+03
	    2600.000	 4.43761e+01	 1.00000e+05	 2.60000e+08	 0.00000e+00	 0.00000e+00	 4.76336e+03	 1.00000e+03
	    2640.000	 4.50085e+01	 1.00000e+05	 2.64000e+08	 0.00000e+00	 0.00000e+00	 4.74315e+03	 1.00000e+03
	    2680.000	 4.56385e+01	 1.00000e+05	 2.68000e+08	 0.00000e+00	 0.00000e+00	 4.72342e+03	 1.00000e+03
	    2720.000	 4.62662e+01	 1.00000e+05	 2.72000e+08	 0.00000e+00	 0.00000e+00	 4.70420e+03	 1.00000e+03
	    2760.000	 4.68915e+01	 1.00000e+05	 2.76000e+08	 0.00000e+00	 0.00000e+00	 4.68553e+03	 1.00000e+03
	    2800.000	 4.75145e+01	 1.00000e+05	 2.80000e+08	 0.00000e+00	 0.00000e+00	 4.66745e+03	 1.00000e+03
	    2840.000	 4.81352e+01	 1.00000e+05	 2.84000e+08	 0.00000e+00	 0.00000e+00	 4.64994e+03	 1.00000e+03
	    2880.000	 4.87538e+01	 1.00000e+05	 2.88000e+08	 0.00000e+00	 0.00000e+00	 4.63309e+03	 1.00000e+03
	    2920.000	 4.93703e+01	 1.00000e+05	 2.92000e+08	 0.00000e+00	 0.00000e+00	 4.61697e+03	 1.00000e+03
	    2960.000	 4.99847e+01	 1.00000e+05	 2.96000e+08	 0.00000e+00	 0.00000e+00	 4.60166e+03	 1.00000e+03
	    3000.000	 5.05971e+01	 1.00000e+05	 3.00000e+08	 0.00000e+00	 0.00000e+00	 4.58734e+03	 1.00000e+03
	    3040.000	 5.12074e+01	 1.00000e+05	 3.04000e+08	 0.00000e+00	 0.00000e+00	 4.57392e+03	 1.00000e+03
	    3080.000	 5.18157e+01	 1.00000e+05	 3.08000e+08	 0.00000e+00	 0.00000e+00	 4.56119e+03	 1.00000e+03
	    3120.000	 5.24221e+01	 1.00000e+05	 3.12000e+08	 0.00000e+00	 0.00000e+00	 4.54889e+03	 1.00000e+03
	    3160.000	 5.30265e+01	 1.00000e+05	 3.16000e+08	 0.00000e+00	 0.00000e+00	 4.53687e+03	 1.00000e+03
	    3200.000	 5.36289e+01	 1.00000e+05	 3.20000e+08	 0.00000e+00	 0.00000e+00	 4.52505e+03	 1.00000e+03
	    3240.000	 5.42293e+01	 1.00000e+05	 3.24000e+08	 0.00000e+00	 0.00000e+00	 4.51330e+03	 1.00000e+03
	    3280.000	 5.48278e+01	 1.00000e+05	 3.28000e+08	 0.00000e+00	 0.00000e+00	 4.50157e+03	 1.00000e+03
	    3320.000	 5.54244e+01	 1.00000e+05	 3.32000e+08	 0.00000e+00	 0.00000e+00	 4.48982e+03	 1.00000e+03
	    3360.000	 5.60190e+01	 1.00000e+05	 3.36000e+08	 0.00000e+00	 0.00000e+00	 4.47802e+03	 1.00000e+03
	    3400.000	 5.66118e+01	 1.00000e+05	 3.40000e+08	 0.00000e+00	 0.00000e+00	 4.46615e+03	 1.00000e+03
	    3440.000	 5.72026e+01	 1.00000e+05	 3.44000e+08	 0.00000e+00	 0.00000e+00	 4.45417e+03	 1.00000e+03
	    3480.000	 5.77913e+01	 1.00000e+05	 3.48000e+08	 0.00000e+00	 0.00000e+00	 4.44202e+03	 1.00000e+03
	    3520.000	 5.83781e+01	 1.00000e+05	 3.52000e+08	 0.00000e+00	 0.00000e+00	 4.42968e+03	 1.00000e+03
	    3560.000	 5.89628e+01	 1.00000e+05	 3.56000e+08	 0.00000e+00	 0.00000e+00	 4.41710e+03	 1.00000e+03
	    3600.000	 5.95453e+01	 1.00000e+05	 3.60000e+08	 0.00000e+00	 0.00000e+00	 4.40427e+03	 1.00000e+03

